old_path,new_path,layout_role,benchmark_family,model,implementation,provenance,dataset,context_mode,feature_set,purpose,scope,is_ablation,is_smoke,is_formal,is_modality_missing,is_project_variant,is_paper_aligned,is_official,ablation_variable,controlled_variables_sha256,pre_move_sha256,post_move_sha256,yaml_content_changed,approved_changed_keys,active_reference_count,test_reference_count,doc_reference_count,yaml_reference_count,status,notes
configs/baselines/multidag_cl/iemocap/formal/modality_w5_v.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_v.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,YES,NO,YES,NO,NO,NO,NO,"{""model.active_modalities"":[""visual""]}",c6a5e7629edf6acaf9acfb287b2b1e89cc8e4a139f3c625e080fd3f4fa89f6c5,7fca92809f7862b92617f1cb3d9175b1d7dd7906653c852a42bff64a9542533c,7fca92809f7862b92617f1cb3d9175b1d7dd7906653c852a42bff64a9542533c,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_cosine.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_cosine.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr3e4_cosine"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":false},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.0},""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""eta_min"":1e-06,""t_max"":30,""type"":""cosine""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",170d3d396be7e4817c613537d0e4406bcea029fe234fba0021100aa322261206,6369469cc508562fe22428473b5074d7daaa3fd2d71995f61f4108d332fdb718,6369469cc508562fe22428473b5074d7daaa3fd2d71995f61f4108d332fdb718,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr3e4_earlystop_valloss"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":true,""min_delta"":0.0,""mode"":""min"",""monitor"":""val_loss"",""patience"":8},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.0},""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""type"":""none""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",fbb5eb5a9b4da364d9899940ef29542b2adce61dddc074c609805b78c311d200,3ae8c43b1a7819b8e518778cd2b2bd131293aa8b28297641efabd256a4e0b55b,3ae8c43b1a7819b8e518778cd2b2bd131293aa8b28297641efabd256a4e0b55b,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr3e4_label_smoothing005"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":false},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.05},""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""type"":""none""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",fbf748518dd8559a55114b5bf3ee9357db1bccec6766e06cf307f9ca2cb8a319,4ccdb3e80523e7d6449f20b9421796f51f041a8c4b6fe0411d73fdf0e84b3ced,4ccdb3e80523e7d6449f20b9421796f51f041a8c4b6fe0411d73fdf0e84b3ced,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr3e4_plateau_valloss"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":false},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.0},""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""factor"":0.5,""min_lr"":1e-06,""mode"":""min"",""monitor"":""val_loss"",""patience"":3,""type"":""reduce_on_plateau""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",cd92dbb228dad070ba721c5c325b1d83aea167aea2a3811da3a03f38f168a9c3,6a0385225702ba3eb96d1c7bad5170f484378810178b78c90e8ae31d2eb30d75,6a0385225702ba3eb96d1c7bad5170f484378810178b78c90e8ae31d2eb30d75,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr5e4_plateau_valloss"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":false},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.0},""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""factor"":0.5,""min_lr"":1e-06,""mode"":""min"",""monitor"":""val_loss"",""patience"":3,""type"":""reduce_on_plateau""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",bd43959a6198a783aede7ea280a2e0fde0f25707b1f0d28b79cbf4d6b34a115b,24628e2bb7c6471246cb32f780b573a2fc31aa0dc92a52d7342ccf121a48ad63,24628e2bb7c6471246cb32f780b573a2fc31aa0dc92a52d7342ccf121a48ad63,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_past_all_causal_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav_stable_candidate.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""past_all_causal"",""window_past"":null},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_past_all_causal_tav_stable_candidate"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",0a2c96147f17ebc3fbc3ccc5d643896d59e478f222657cde42c4bb4b99b26304,f68453903caedc04871b6b60b022157bf7ed3ce134e5237d3c8d603cf654637d,f68453903caedc04871b6b60b022157bf7ed3ce134e5237d3c8d603cf654637d,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_w0_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w0_tav_stable_candidate.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":0},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w0_tav_stable_candidate"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",8936a3b95a4e5154b6b947fb7a8114d469c42d9b44c78fe98c4227617ae1513b,90a6f2f1abfa57d4be8d86b00ea163cd6b0874bc09a1450ecedd3ce9a7ba7c6e,90a6f2f1abfa57d4be8d86b00ea163cd6b0874bc09a1450ecedd3ce9a7ba7c6e,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_w3_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w3_tav_stable_candidate.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":3},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w3_tav_stable_candidate"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",bdc54a35e6611e4f38eef885bbabbb6cab3cb7c3a5ee083ffe5ffdc77a23ca26,2b3229f0d84a419014569745c69053a4c7a11ac6b347ad6ceb910c676b16f660,2b3229f0d84a419014569745c69053a4c7a11ac6b347ad6ceb910c676b16f660,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_dropout01.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.1,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_dropout01"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.001,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",abef47c83c76666c898e073720cb36b05ffb6d11eb62c353db569eb76423115c,bcd82b0736825f23dd5eabee9fad70fea0c19d87b28d017936bdf7ae23ebc995,bcd82b0736825f23dd5eabee9fad70fea0c19d87b28d017936bdf7ae23ebc995,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_dropout02.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_dropout02"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.001,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",32fc8ab147e1665fffbfe45f9bd34ec0d872800e72a1853644ebfb9fbd72cbd0,dc676620d2bc950abcd6d5a9f6f207180e7812c92edb4df7bbcba8499f545b2e,dc676620d2bc950abcd6d5a9f6f207180e7812c92edb4df7bbcba8499f545b2e,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_graph1.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.3,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_graph1"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.001,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",28745f5367c504ff909b14d59b3b90ba21aa09ea703893c386ec49585fee7585,d6be11f9eac0cf1dd90ec64322bbaab4d0f8a67ff3bafe0306a623fccb3249ef,d6be11f9eac0cf1dd90ec64322bbaab4d0f8a67ff3bafe0306a623fccb3249ef,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_linear_encoder.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,YES,NO,NO,NO,NO,NO,NO,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.3,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""linear"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_linear_encoder"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.001,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",ecf922067887922a7d3dfbf4105c84e3dc730540d67973400a150c31701e0aae,e2d906159da7170b402d04416435d9511a35d86f71f3b19ae1b4e7a3cef2ee3b,e2d906159da7170b402d04416435d9511a35d86f71f3b19ae1b4e7a3cef2ee3b,NO,,1,0,0,1,MOVED,Moved with git mv to the exact planned Batch 6 canonical path; byte content preserved; active references audited.
