old_config_path,new_config_path,source_file,source_line,reference_type,historical_reference,requires_update,updated,remaining_reference_allowed,notes
configs/experiments/original_merc/screening/gsmcc_legacy.yaml,configs/gsmcc/project_variant/iemocap/full_context/legacy_mmgcn_features/screening.yaml,tests/experiments/test_causal8_original8_launcher.py,117,test_fixture,NO,YES,YES,NO,Active Batch 5 reference updated to the exact planned GS-MCC project_variant canonical path.
configs/experiments/original_merc/screening/gsmcc_legacy.yaml,configs/gsmcc/project_variant/iemocap/full_context/legacy_mmgcn_features/screening.yaml,tests/original_repro/test_analysis_protocol.py,595,test_fixture,NO,YES,YES,NO,Active Batch 5 reference updated to the exact planned GS-MCC project_variant canonical path.
configs/experiments/original_merc/screening/gsmcc_legacy.yaml,configs/gsmcc/project_variant/iemocap/full_context/legacy_mmgcn_features/screening.yaml,tests/original_repro/test_numerical_validity.py,442,test_fixture,NO,YES,YES,NO,Active Batch 5 reference updated to the exact planned GS-MCC project_variant canonical path.
configs/smoke/original_repro/gsmcc_clean.yaml,configs/gsmcc/project_variant/iemocap/full_context/clean_roberta_features/smoke.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,28,yaml_reference,NO,YES,YES,NO,Active Batch 5 reference updated to the exact planned GS-MCC project_variant canonical path.
configs/smoke/original_repro/gsmcc_clean.yaml,configs/gsmcc/project_variant/iemocap/full_context/clean_roberta_features/smoke.yaml,scripts/analysis/paper_aligned/analyze_original_merc_results.py,63,dynamic_path_consumer,NO,YES,YES,NO,Original-MERC scope classifier canonical GS-MCC clean smoke path updated.
configs/smoke/original_repro/gsmcc_clean.yaml,configs/gsmcc/project_variant/iemocap/full_context/clean_roberta_features/smoke.yaml,scripts/dev/validate_config_tree.py,292,dynamic_path_consumer,NO,YES,YES,NO,Validator Original-MERC GS-MCC smoke resolver updated to the canonical project_variant config.
configs/smoke/original_repro/gsmcc_clean.yaml,configs/gsmcc/project_variant/iemocap/full_context/clean_roberta_features/smoke.yaml,tests/original_repro/test_analysis_protocol.py,615,dynamic_path_consumer,NO,YES,YES,NO,Numerical-audit test fixture GS-MCC smoke resolver updated to the canonical project_variant config.
configs/smoke/original_repro/gsmcc_legacy.yaml,configs/gsmcc/project_variant/iemocap/full_context/legacy_mmgcn_features/smoke.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,27,yaml_reference,NO,YES,YES,NO,Active Batch 5 reference updated to the exact planned GS-MCC project_variant canonical path.
configs/smoke/original_repro/gsmcc_legacy.yaml,configs/gsmcc/project_variant/iemocap/full_context/legacy_mmgcn_features/smoke.yaml,scripts/analysis/paper_aligned/analyze_original_merc_results.py,65,dynamic_path_consumer,NO,YES,YES,NO,Original-MERC scope classifier canonical GS-MCC legacy smoke path updated.
configs/smoke/original_repro/gsmcc_legacy.yaml,configs/gsmcc/project_variant/iemocap/full_context/legacy_mmgcn_features/smoke.yaml,scripts/dev/validate_config_tree.py,287,dynamic_path_consumer,NO,YES,YES,NO,Validator Original-MERC GS-MCC smoke resolver updated to the canonical project_variant config.
configs/smoke/original_repro/gsmcc_legacy.yaml,configs/gsmcc/project_variant/iemocap/full_context/legacy_mmgcn_features/smoke.yaml,tests/original_repro/test_analysis_protocol.py,619,dynamic_path_consumer,NO,YES,YES,NO,Numerical-audit test fixture GS-MCC smoke resolver updated to the canonical project_variant config.
configs/smoke/train_causal_gsmcc_iemocap_real_2epoch.yaml,configs/gsmcc/project_variant/iemocap/causal_context/legacy_mmgcn_features/smoke_real_2epoch.yaml,docs/baselines/new_causal_baselines_remote_protocol.md,80,active_doc,NO,YES,YES,NO,Active Batch 5 reference updated to the exact planned GS-MCC project_variant canonical path.
