config_path,entrypoint,entrypoint_exists,entrypoint_type,canonical_entrypoint,cli_match_status,model_key,registry_status,migration_action,risk_level,notes
configs/analysis/multidag_cl/iemocap/stable_context_compare.yaml,scripts/analysis/common/plot_multi_run_final_analysis.py,YES,canonical,scripts/analysis/common/plot_multi_run_final_analysis.py,PASS_CONFIG,,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,low,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/dialoguegcn/iemocap/causal_benchmark/official_prefix.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_dialoguegcn,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/dialoguegcn/iemocap/causal_benchmark/val_ses01.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_dialoguegcn,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/dialoguegcn/iemocap/causal_benchmark/val_ses02.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_dialoguegcn,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/dialoguegcn/iemocap/causal_benchmark/val_ses03.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_dialoguegcn,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/dialoguegcn/iemocap/causal_benchmark/val_ses04.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_dialoguegcn,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/dialoguegcn/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_dialoguegcn,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/gsmcc/iemocap/causal_benchmark/official_prefix.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_gsmcc_inspired,SUPPORTED_PROJECT_VARIANT,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/gsmcc/iemocap/causal_benchmark/val_ses01.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_gsmcc_inspired,SUPPORTED_PROJECT_VARIANT,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/gsmcc/iemocap/causal_benchmark/val_ses02.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_gsmcc_inspired,SUPPORTED_PROJECT_VARIANT,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/gsmcc/iemocap/causal_benchmark/val_ses03.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_gsmcc_inspired,SUPPORTED_PROJECT_VARIANT,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/gsmcc/iemocap/causal_benchmark/val_ses04.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_gsmcc_inspired,SUPPORTED_PROJECT_VARIANT,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/gsmcc/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,scripts/workflows/causal_graph/train.py,YES,canonical,scripts/workflows/causal_graph/train.py,PASS_CONFIG,causal_gsmcc_inspired,SUPPORTED_PROJECT_VARIANT,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/causal_benchmark/official_prefix.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses01.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses02.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,scripts/models/mmgcn/unified/train.py,YES,canonical,scripts/models/mmgcn/unified/train.py,PASS_CONFIG,MMGCN,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/official_prefix.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses01.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses02.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses03.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses04.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_w0_tav.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_w1_tav.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_w3_tav.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_w5_tav.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_a.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_av.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_t.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_ta.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tav.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tv.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_v.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_cosine.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_past_all_causal_tav_stable_candidate.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w0_tav_stable_candidate.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w3_tav_stable_candidate.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,scripts/models/multidag_cl/unified/train.py,YES,canonical,scripts/models/multidag_cl/unified/train.py,PASS_CONFIG,MultiDAGCL,SUPPORTED_DIRECT_OR_PIPELINE,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/data/iemocap_feature_sets.yaml,,NOT_APPLICABLE,not_applicable,,NOT_APPLICABLE,,NOT_APPLICABLE,none,low,Shared data registry or declarative manifest without one executable consumer; migration updates verified references only.
configs/experiments/iemocap_clean_roberta_v1_8run.yaml,,NOT_APPLICABLE,not_applicable,,NOT_APPLICABLE,,NOT_APPLICABLE,none,high,Shared data registry or declarative manifest without one executable consumer; migration updates verified references only.
configs/experiments/original_merc/clean_fold_bases/dialoguegcn_clean.yaml,scripts/workflows/paper_aligned/train.py,YES,canonical,scripts/workflows/paper_aligned/train.py,PASS_CONFIG,original_repro_dialoguegcn,SUPPORTED_PAPER_ALIGNED,keep_canonical,medium,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
configs/experiments/original_merc/clean_fold_bases/gsmcc_clean.yaml,scripts/workflows/paper_aligned/train.py,YES,canonical,scripts/workflows/paper_aligned/train.py,PASS_CONFIG,project_paper_oriented_gsmcc,SUPPORTED_PROJECT_VARIANT,keep_canonical,high,Consumer inferred from YAML schema and verified canonical script; no YAML entrypoint field is rewritten in Phase 4A.
