old_config_path,source_file,source_line,reference_type,historical_reference,updated,new_config_path,remaining_reference_allowed,notes
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses02.yaml,scripts/dev/validate_config_tree.py,22,dynamic_path_construction,NO,YES,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,65,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,configs/pipeline/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,23,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,scripts/dev/validate_config_tree.py,22,dynamic_path_construction,NO,YES,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,65,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,configs/pipeline/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,23,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,scripts/dev/validate_config_tree.py,22,dynamic_path_construction,NO,YES,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,scripts/dev/validate_config_tree.py,42,dynamic_path_construction,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/smoke_real_2epoch.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,tests/test_iemocap_clean_roberta_v1.py,64,test_fixture,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/smoke_real_2epoch.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,configs/experiments/iemocap_clean_roberta_v1_8run.yaml,50,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,configs/pipeline/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,38,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,scripts/dev/validate_config_tree.py,42,dynamic_path_construction,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,tests/test_iemocap_clean_roberta_v1.py,78,test_fixture_dynamic,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,configs/experiments/iemocap_clean_roberta_v1_8run.yaml,63,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,configs/pipeline/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,38,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,scripts/dev/validate_config_tree.py,42,dynamic_path_construction,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,tests/test_iemocap_clean_roberta_v1.py,78,test_fixture_dynamic,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,configs/experiments/iemocap_clean_roberta_v1_8run.yaml,76,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,configs/pipeline/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,38,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,scripts/dev/validate_config_tree.py,42,dynamic_path_construction,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,tests/test_iemocap_clean_roberta_v1.py,78,test_fixture_dynamic,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,configs/experiments/iemocap_clean_roberta_v1_8run.yaml,89,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,configs/pipeline/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,38,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,scripts/dev/validate_config_tree.py,42,dynamic_path_construction,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,tests/test_iemocap_clean_roberta_v1.py,78,test_fixture_dynamic,NO,YES,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_fold_bases/mmgcn_clean.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,47,yaml_reference,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/fivefold_base.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_fold_bases/mmgcn_clean.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,67,yaml_reference,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/fivefold_base.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_fold_bases/mmgcn_clean.yaml,scripts/analysis/paper_aligned/analyze_original_merc_results.py,606,python_string,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/fivefold_base.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_fold_bases/mmgcn_clean.yaml,scripts/dev/validate_config_tree.py,105,dynamic_path_construction,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/fivefold_base.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_fold_bases/mmgcn_clean.yaml,tests/original_repro/test_model_contracts.py,174,test_fixture_dynamic,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/fivefold_base.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_screening/mmgcn_clean.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,37,yaml_reference,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/mmgcn_clean.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_screening/mmgcn_clean.yaml,docs/experiments/date_organized_outputs_handoff.md,214,historical_doc,YES,NO,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/mmgcn_clean.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/experiments/original_merc/clean_screening/mmgcn_clean.yaml,scripts/dev/validate_config_tree.py,95,dynamic_path_construction,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/mmgcn_clean.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_screening/mmgcn_clean.yaml,scripts/workflows/benchmarks/run_causal8_original8.py,275,dynamic_path_construction,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/mmgcn_clean.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_screening/mmgcn_clean.yaml,tests/experiments/test_causal8_original8_launcher.py,118,test_fixture,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/mmgcn_clean.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/experiments/original_merc/clean_screening/mmgcn_clean.yaml,tests/original_repro/test_model_contracts.py,164,test_fixture_dynamic,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/clean_roberta_features/mmgcn_clean.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/legacy_fold_bases/mmgcn_legacy.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,42,yaml_reference,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/legacy_mmgcn_features/fivefold_base.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/experiments/original_merc/legacy_fold_bases/mmgcn_legacy.yaml,scripts/dev/validate_config_tree.py,100,dynamic_path_construction,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/legacy_mmgcn_features/fivefold_base.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/legacy_fold_bases/mmgcn_legacy.yaml,tests/original_repro/test_model_contracts.py,169,test_fixture_dynamic,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/legacy_mmgcn_features/fivefold_base.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/screening/mmgcn_legacy.yaml,configs/experiments/original_merc/pipeline_manifest.yaml,32,yaml_reference,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/legacy_mmgcn_features/screening.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/experiments/original_merc/screening/mmgcn_legacy.yaml,scripts/dev/validate_config_tree.py,90,dynamic_path_construction,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/legacy_mmgcn_features/screening.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/screening/mmgcn_legacy.yaml,scripts/workflows/benchmarks/run_causal8_original8.py,271,dynamic_path_construction,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/legacy_mmgcn_features/screening.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/experiments/original_merc/screening/mmgcn_legacy.yaml,tests/experiments/test_causal8_original8_launcher.py,114,test_fixture,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/legacy_mmgcn_features/screening.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/experiments/original_merc/screening/mmgcn_legacy.yaml,tests/original_repro/test_model_contracts.py,159,test_fixture_dynamic,NO,YES,configs/mmgcn/paper_aligned/iemocap/full_context/legacy_mmgcn_features/screening.yaml,NO,Dynamic/composed old-path consumer found by regression execution and updated to the Batch 2 canonical path.
configs/train_mmgcn_iemocap_official.yaml,configs/pipeline/mmgcn_pipeline.yaml,9,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_iemocap_official.yaml,configs/pipeline/mmgcn_pipeline_analyze.yaml,12,yaml_reference,NO,YES,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/causal_baseline_readiness_report.md,52,historical_doc,YES,NO,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/configs_cleanup_audit.md,113,historical_doc,YES,NO,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/configs_cleanup_audit.md,205,historical_doc,YES,NO,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/configs_cleanup_audit.md,430,historical_doc,YES,NO,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/current_merc_model_inventory.md,27,active_doc,NO,YES,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/mmgcn_causal_audit.md,109,historical_doc,YES,NO,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/multidag_cl_encoder_audit_notes.md,187,historical_doc,YES,NO,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/multidag_cl_real_batch_notes.md,31,historical_doc,YES,NO,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,35,active_doc,NO,YES,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,49,active_doc,NO,YES,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,71,active_doc,NO,YES,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_iemocap_official.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,88,active_doc,NO,YES,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_iemocap_official.yaml,docs/project_map.md,82,active_doc,NO,YES,configs/mmgcn/unified/iemocap/full_context/legacy_mmgcn_features/val_official_prefix.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_A.yaml,56,yaml_reference,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_AV.yaml,57,yaml_reference,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_T.yaml,56,yaml_reference,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TA.yaml,57,yaml_reference,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TAV.yaml,58,yaml_reference,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TV.yaml,57,yaml_reference,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_V.yaml,56,yaml_reference,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,configs/pipeline/mmgcn_pipeline_m3ed.yaml,9,yaml_reference,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/baselines/configs_cleanup_audit.md,114,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed.yaml,docs/baselines/configs_cleanup_audit.md,206,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed.yaml,docs/baselines/configs_cleanup_audit.md,431,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed.yaml,docs/baselines/multidag_cl_real_batch_notes.md,25,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,32,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,33,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,34,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,40,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,65,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/baselines/multidag_cl_real_data_path_protocol.md,82,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/baselines/sdt_isolated_smoke_review.md,21,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed.yaml,docs/baselines/sdt_isolated_smoke_review.md,45,historical_doc,YES,NO,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,YES,Historical documentation retained by Phase 4A reference graph.
configs/train_mmgcn_m3ed.yaml,docs/experiment_protocol.md,206,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/module_implementation_spec.md,103,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/project_map.md,80,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,docs/project_map.md,150,active_doc,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/dev/check_env.py,145,python_string,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/dev/check_env.py,148,python_string,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/diagnostics/data/debug_m3ed_dataloader.py,158,python_string,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/diagnostics/data/debug_m3ed_feature_dataset.py,94,python_string,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/diagnostics/data/diagnose_m3ed_label_alignment.py,172,python_string,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/diagnostics/experiments/debug_io.py,46,python_string,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
configs/train_mmgcn_m3ed.yaml,scripts/diagnostics/models/mmgcn/debug_mmgcn_forward.py,108,python_string,NO,YES,configs/mmgcn/unified/m3ed/full_context/m3ed_features/skeleton.yaml,NO,Active reference updated to the Batch 2 canonical path.
