old_path,candidate_new_path,model,implementation,dataset,context_mode,feature_set,purpose,scope,migration_batch,requires_script_update,requires_test_update,requires_doc_update,requires_yaml_reference_update,requires_entrypoint_update,collision_status,manual_review,risk_level,confidence,notes
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses01.yaml,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses01.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 2,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses02.yaml,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 2,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses03.yaml,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 2,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/mmgcn/iemocap/causal_benchmark/val_ses04.yaml,configs/mmgcn/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,mmgcn,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 2,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/smoke_real_2epoch.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 2,NO,YES,NO,NO,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses01.yaml,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 2,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses02.yaml,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 2,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses03.yaml,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 2,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/mmgcn/iemocap/clean_roberta_v1/val_ses04.yaml,configs/mmgcn/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,mmgcn,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 2,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/official_prefix.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_official_prefix.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 3,NO,YES,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses01.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses01.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses02.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses02.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses03.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses03.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/causal_benchmark/val_ses04.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/val_ses04.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/smoke_real_2epoch.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/smoke_real_2epoch.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 3,NO,YES,NO,NO,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses01.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses01.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses02.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses02.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses03.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses03.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/clean_roberta_v1/val_ses04.yaml,configs/multidag_cl/unified/iemocap/causal_context/clean_roberta_features/val_ses04.yaml,multidag_cl,unified,iemocap,causal_context,clean_roberta_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/debug/context_past_all_causal_tav_smoke.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav_smoke.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_quick.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_quick.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/debug/context_w5_tav_smoke.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_smoke.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,formal,model,Batch 3,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_past_all_causal_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_w0_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w0_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_w1_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w1_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_w3_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w3_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/context_w5_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,context_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,high,high,Distinct context-ablation identity retained; candidate path is unique after correcting path generation; no YAML move or edit.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_a.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_a.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_av.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_av.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_t.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_t.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_ta.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_ta.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tav.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_tav.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,high,high,Distinct modality-ablation identity retained; candidate path is unique after correcting path generation; no YAML move or edit.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tv.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_tv.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/formal/modality_w5_v.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_v.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,modality_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_cosine.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_cosine.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_past_all_causal_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav_stable_candidate.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w0_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w0_tav_stable_candidate.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w3_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w3_tav_stable_candidate.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_dropout01.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_dropout02.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_graph1.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_linear_encoder.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_lr3e4.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_lr5e4.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_candidate.yaml,multidag_cl,unified,iemocap,causal_context,legacy_mmgcn_features,stability_ablation,model,Batch 6,NO,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/data/iemocap_feature_sets.yaml,configs/_shared/data/iemocap/feature_sets.yaml,,,iemocap,,,shared_data,shared_data,Batch 1,NO,YES,NO,NO,NO,CLEAR,NO,low,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/experiments/iemocap_clean_roberta_v1_8run.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,,unified,iemocap,causal_context,clean_roberta_features,formal,benchmark,Batch 6,NO,YES,NO,NO,NO,CLEAR,NO,high,high,Content-derived classification; no YAML move or edit in Phase 4A.
configs/experiments/original_merc/clean_fold_bases/dialoguegcn_clean.yaml,configs/dialoguegcn/paper_aligned/iemocap/full_context/clean_roberta_features/fivefold_base.yaml,dialoguegcn,paper_aligned,iemocap,full_context,clean_roberta_features,formal,model,Batch 4,YES,NO,NO,YES,NO,CLEAR,NO,medium,high,Content-derived classification; no YAML move or edit in Phase 4A.
