old_path,new_path,layout_role,benchmark_family,model,implementation,provenance,purpose,ablation_variable,controlled_variables_sha256,byte_identical,semantic_identical,changed_keys,change_allowed,status,notes
configs/baselines/multidag_cl/iemocap/formal/modality_w5_tv.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_tv.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,modality_ablation,"{""model.active_modalities"":[""text"",""visual""]}",563c54386902abc3ad33644d962348b209b1763cd9c5aafdc35f62a1221b872d,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/formal/modality_w5_v.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/modality_w5_v.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,modality_ablation,"{""model.active_modalities"":[""visual""]}",c6a5e7629edf6acaf9acfb287b2b1e89cc8e4a139f3c625e080fd3f4fa89f6c5,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_cosine.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_cosine.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr3e4_cosine"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":false},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.0},""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""eta_min"":1e-06,""t_max"":30,""type"":""cosine""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",170d3d396be7e4817c613537d0e4406bcea029fe234fba0021100aa322261206,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_earlystop_valloss.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr3e4_earlystop_valloss"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":true,""min_delta"":0.0,""mode"":""min"",""monitor"":""val_loss"",""patience"":8},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.0},""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""type"":""none""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",fbb5eb5a9b4da364d9899940ef29542b2adce61dddc074c609805b78c311d200,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_label_smoothing005.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr3e4_label_smoothing005"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":false},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.05},""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""type"":""none""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",fbf748518dd8559a55114b5bf3ee9357db1bccec6766e06cf307f9ca2cb8a319,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr3e4_plateau_valloss.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr3e4_plateau_valloss"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":false},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.0},""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""factor"":0.5,""min_lr"":1e-06,""mode"":""min"",""monitor"":""val_loss"",""patience"":3,""type"":""reduce_on_plateau""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",cd92dbb228dad070ba721c5c325b1d83aea167aea2a3811da3a03f38f168a9c3,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/loss_stability/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_lr5e4_plateau_valloss.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_lr5e4_plateau_valloss"",""training"":{""batch_size"":8,""early_stopping"":{""enabled"":false},""epochs"":30,""grad_clip"":1.0,""loss"":{""class_weights"":""none"",""label_smoothing"":0.0},""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""scheduler"":{""factor"":0.5,""min_lr"":1e-06,""mode"":""min"",""monitor"":""val_loss"",""patience"":3,""type"":""reduce_on_plateau""},""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",bd43959a6198a783aede7ea280a2e0fde0f25707b1f0d28b79cbf4d6b34a115b,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_past_all_causal_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_past_all_causal_tav_stable_candidate.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""past_all_causal"",""window_past"":null},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_past_all_causal_tav_stable_candidate"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",0a2c96147f17ebc3fbc3ccc5d643896d59e478f222657cde42c4bb4b99b26304,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w0_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w0_tav_stable_candidate.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":0},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w0_tav_stable_candidate"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",8936a3b95a4e5154b6b947fb7a8114d469c42d9b44c78fe98c4227617ae1513b,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w3_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w3_tav_stable_candidate.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":3},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w3_tav_stable_candidate"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",bdc54a35e6611e4f38eef885bbabbb6cab3cb7c3a5ee083ffe5ffdc77a23ca26,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout01.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_dropout01.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.1,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_dropout01"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.001,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",abef47c83c76666c898e073720cb36b05ffb6d11eb62c353db569eb76423115c,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_dropout02.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_dropout02.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_dropout02"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.001,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",32fc8ab147e1665fffbfe45f9bd34ec0d872800e72a1853644ebfb9fbd72cbd0,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_graph1.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_graph1.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.3,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_graph1"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.001,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",28745f5367c504ff909b14d59b3b90ba21aa09ea703893c386ec49585fee7585,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_linear_encoder.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_linear_encoder.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.3,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""linear"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_linear_encoder"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.001,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",ecf922067887922a7d3dfbf4105c84e3dc730540d67973400a150c31701e0aae,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr3e4.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_lr3e4.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.3,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_lr3e4"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0003,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",a3c12ad966009c2eb1f41e44b27e0bed70c4514fbe64611f383e5cba3fbd0887,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_lr5e4.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_lr5e4.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.3,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":2,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_lr5e4"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",490fb1815e99ea251e7dd576f2a9b858e30db1d4f7f16a5782c3d88c7791faff,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/baselines/multidag_cl/iemocap/stabilize/context_w5_tav_stable_candidate.yaml,configs/multidag_cl/unified/iemocap/causal_context/legacy_mmgcn_features/context_w5_tav_stable_candidate.yaml,model_scoped_ablation,NOT_APPLICABLE,multidag_cl,unified,unified,stability_ablation,"{""graph"":{""context_mode"":""causal"",""window_past"":5},""model"":{""active_modalities"":[""text"",""audio"",""visual""],""audio_feature_dim"":1582,""dropout"":0.2,""hidden_dim"":128,""modality_encoder_layers"":1,""modality_encoder_type"":""causal_gru"",""name"":""MultiDAGCL"",""num_classes"":6,""num_graph_layers"":1,""num_speakers"":2,""text_feature_dim"":100,""visual_feature_dim"":342},""profile"":""context_w5_tav_stable_candidate"",""training"":{""batch_size"":8,""epochs"":30,""grad_clip"":1.0,""lr"":0.0005,""max_train_batches"":null,""max_val_batches"":null,""num_workers"":0,""select_best_by"":""val_weighted_f1"",""weight_decay"":0.0001}}",031ef47dd7f95ca10061623e44a7bfc50a6ce6ebbb8611ebde52fc1b50d1f0be,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/experiments/iemocap_clean_roberta_v1_8run.yaml,configs/benchmarks/causal_unified/iemocap_clean_roberta_eight_run.yaml,cross_model_benchmark,causal_unified,,unified,unified,formal,null,8569cbe2c087b96d49829e5e67e5c2995bd3066bea1e364c2ed876a9bb3ded1c,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/experiments/original_merc/pipeline_manifest.yaml,configs/benchmarks/original_merc/pipeline_manifest.yaml,cross_model_benchmark,original_merc,,,paper_aligned_and_project_variant,formal,null,2128b4df5657279d2f4e9cf73057570e1d2e597fc003990b28e5363efc6160ce,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_A.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_a.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,modality_ablation,"{""modality.active_modalities"":[""audio""],""notes.modality_ablation.setting"":""A""}",51af1d0f96c2888fdd3ac6e714b5e5261994f4287db555e59596bac0d6152a92,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_AV.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_av.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,modality_ablation,"{""modality.active_modalities"":[""audio"",""visual""],""notes.modality_ablation.setting"":""AV""}",1489ec8d84f504c9b609cc5309813832bff2f8a5df38da37533ab999bde00e18,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_T.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_t.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,modality_ablation,"{""modality.active_modalities"":[""text""],""notes.modality_ablation.setting"":""T""}",196a5b746c5c016de9e07a02a9b3c5da6dfd44f15773020588169a115b1a6a9a,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TA.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_ta.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,modality_ablation,"{""modality.active_modalities"":[""text"",""audio""],""notes.modality_ablation.setting"":""TA""}",cbe0d8485a88453d753a60d7b03b267e4054a5f14e0e1c94f01811b1ff96bb01,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TAV.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_tav.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,modality_ablation,"{""modality.active_modalities"":[""text"",""audio"",""visual""],""notes.modality_ablation.setting"":""TAV""}",43af0b3e681a810d9692315f740df4037a654bbb3bbf3053156276ed144e4478,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
configs/modality_ablation/m3ed/mmgcn/train_mmgcn_m3ed_TV.yaml,configs/mmgcn/unified/m3ed/full_context/m3ed_features/modality_ablation_tv.yaml,model_scoped_ablation,NOT_APPLICABLE,mmgcn,unified,unified,modality_ablation,"{""modality.active_modalities"":[""text"",""visual""],""notes.modality_ablation.setting"":""TV""}",d92df900729e78c6b931b2faf3c66840ce6b42255d0e6d0eb836baf2edffa64b,YES,YES,,YES,PASS,"git mv preserved byte content, parsed YAML semantics, ablation variables, and controlled variables."
